"class","Alcohol","Malic_acid","Ash","Alcalinity_of_ash","Magnesium","Total_phenols","Flavanoids","Nonflavanoid_phenols","Proanthocyanins","Color_intensity","Hue","Od_Hod_of_diluted_wines","Proline"
1,13.004505,3.297759,2.894763,14.995743,96.776687,1.377452,1.314467,0.296488,1.505139,9.006345,1.064309,3.449512,623.233159
2,12.457601,1.624182,2.314378,18.187504,107.173523,1.434563,0.541469,0.346025,1.213106,2.901577,1.061826,2.14318,961.326847
2,12.643614,1.828973,2.290536,15.494336,85.349942,2.256743,2.186823,0.364759,1.011937,2.09771,1.091601,1.957395,709.032418
2,12.515093,1.607549,2.282272,21.275251,95.236729,2.742544,2.395414,0.308166,1.830172,2.902619,0.704186,2.357245,470.574315
1,13.809867,1.697459,2.658448,15.83428,96.810532,3.098524,3.513746,0.221572,1.711951,6.923852,1.340856,3.165115,1442.160291
1,13.536002,4.283668,2.200482,16.606391,98.09903,2.515655,2.646282,0.273632,1.680147,5.040771,1.098952,3.271298,895.975821
2,13.211703,1.646216,2.462142,21.203045,88.886176,2.715025,2.327992,0.421591,1.433834,4.779904,0.706412,2.929831,431.131238
2,12.749835,1.303391,2.021026,16.368425,86.66876,1.99574,2.010088,0.201195,1.560929,2.114031,1.085052,3.226065,449.798591
2,12.778728,1.218189,2.320346,27.065226,98.726967,1.234052,1.311698,0.378844,0.8176,1.808625,1.46338,1.627356,457.019385
3,13.569389,2.602238,2.326561,17.26719,88.064553,2.748272,2.51511,0.217011,2.25575,7.750363,1.326882,1.371885,694.715435
1,13.991963,1.957282,2.218107,21.581389,125.929722,2.183129,2.72149,0.35026,3.011369,10.841221,0.916671,3.004714,1201.724029
3,14.161336,1.866841,2.509867,14.719433,88.887925,2.567092,3.557173,0.528025,1.848961,3.211764,0.627611,1.559192,426.249827
2,12.615353,1.307051,2.21236,17.418539,84.986214,2.835849,1.397401,0.533739,2.999894,3.955874,1.001652,1.721532,417.645131
2,12.214313,1.240218,2.501823,18.629974,89.461905,3.496054,1.542125,0.458489,1.612811,5.239738,1.001191,2.920325,552.176184
2,12.293166,1.56359,2.434748,24.99096,81.89911,3.355903,2.895571,0.441607,1.257535,3.32426,1.336269,3.156732,411.36651
3,13.51439,5.071713,2.359425,19.456443,104.168755,1.331084,0.558022,0.340263,1.798693,4.016939,1.171882,1.473503,904.224904
2,11.921957,1.299169,1.747959,18.583049,74.704869,1.893653,1.561449,0.300313,1.503555,5.646844,0.942368,1.811771,516.80064
2,11.861992,1.467719,2.471481,22.753074,87.00436,2.595089,2.247948,0.319425,1.822059,2.771438,1.395509,2.343239,304.183428
3,14.35513,1.907663,1.907996,22.011586,96.917744,3.122757,2.690848,0.470097,1.950134,6.327271,1.239646,1.606817,417.550841
2,12.001485,2.710191,2.36762,21.672449,93.239259,2.752879,0.538807,0.435499,1.272054,2.237124,1.053354,3.003578,635.77859
2,12.781454,3.019734,2.384403,25.841077,97.038246,1.252672,2.864372,0.436521,1.450256,5.429362,0.987008,2.010588,314.680562
2,12.32445,1.043643,2.033815,19.904792,101.579118,2.274926,2.036042,0.283118,1.2836,2.736456,1.036669,3.45408,941.346869
2,12.651197,1.610406,2.242377,21.813469,85.712785,1.8287,2.125623,0.44524,1.223007,1.694344,1.119259,3.220781,418.041182
1,14.328745,1.82403,2.404031,13.563408,123.371208,2.479873,1.464677,0.180252,1.197627,5.710797,0.986172,2.739035,1522.737614
1,13.643769,1.568045,2.276832,15.153651,107.071896,2.815763,3.436338,0.437664,1.562524,5.542351,1.02074,3.46528,1041.956407
2,13.483829,0.953996,1.692118,17.735523,84.10963,3.082231,2.671451,0.27742,1.820463,3.26549,1.24882,3.384779,655.968976
1,14.166162,1.543784,2.633457,19.550847,92.69927,2.609969,2.429114,0.26833,1.515409,5.199895,1.210969,2.89894,1348.307876
1,13.251967,1.836244,1.920882,17.743131,120.28647,2.799254,2.850391,0.344388,2.454195,6.764277,1.061516,2.767488,1175.4361
1,14.318837,1.786123,2.384419,16.833031,94.621928,2.294417,2.986022,0.209889,2.510854,5.073314,1.005558,3.424057,933.417966
3,12.6846,2.457526,2.382201,19.944385,118.067159,1.488528,0.735726,0.417206,1.373573,8.749,0.58745,1.897751,860.468576
1,14.130682,1.021162,1.968306,18.031659,91.485349,3.29881,3.311861,0.391215,2.359219,4.745912,1.257758,2.637473,1188.187114
2,12.235159,1.846544,1.997049,19.354258,106.594406,2.300138,2.056965,0.152886,1.90539,3.610492,0.895743,2.837851,387.546755
2,12.474724,3.973537,1.88175,19.477442,83.602661,3.461823,3.359761,0.427118,1.504852,4.953308,0.869347,2.141569,251.440742
3,13.092798,3.70945,2.599191,20.457142,81.865287,0.996743,1.597869,0.409514,2.198075,3.028059,0.964035,3.176673,335.11297
1,13.58267,2.238533,2.442969,17.075798,97.104629,2.710596,2.971483,0.281207,2.353664,5.917103,1.179507,3.63878,778.477808
2,12.496032,1.228345,1.912383,19.048255,85.149073,1.308467,1.970651,0.33926,1.639652,2.8749,0.783537,3.566183,590.578619
1,13.997876,4.413828,2.606204,17.014293,110.490087,3.013794,1.419375,0.27673,0.807055,8.954971,0.970887,3.493776,968.520281
2,12.516834,1.524877,2.24577,24.353578,84.894315,2.853461,2.615431,0.513225,1.29423,4.096963,0.976543,3.193996,465.318002
2,11.871013,3.231693,2.308193,20.108541,99.698386,1.605419,1.193289,0.487282,2.330058,2.48782,0.900168,2.936394,538.266489
1,13.578657,1.530075,2.107325,13.751447,90.838933,3.285405,3.694641,0.241824,2.093933,4.747268,1.131626,3.218282,909.064505
1,12.998845,1.739782,2.79745,19.871925,101.038377,3.259162,3.110753,0.230931,3.207303,4.874582,1.101252,3.008073,1369.576728
2,11.644607,1.447858,2.279398,17.774038,89.083939,1.87517,1.983333,0.219737,1.271314,2.546592,1.299815,3.105002,399.583542
2,11.790325,2.357763,2.713049,27.17798,81.8574,1.94393,2.393935,0.42772,1.701644,2.199255,0.943039,2.834162,463.955353
2,11.524172,1.190067,2.538907,17.056127,125.782856,2.4263,2.044108,0.339668,1.329683,2.876781,1.306936,1.611405,690.229494
1,13.481987,1.821489,2.417014,17.482554,99.350752,3.095071,3.753923,0.211551,2.024133,4.71735,1.012669,3.057538,992.810353
2,12.994001,1.189746,2.797668,18.308303,98.462439,1.85001,0.777076,0.617829,1.613883,2.823243,0.995762,1.965519,893.982618
2,12.355063,1.242861,1.661262,17.429954,80.477594,2.23306,2.025611,0.431485,0.437709,2.296994,0.992537,2.26951,454.101573
1,13.174715,1.439092,2.56476,19.532398,98.060377,2.2609,2.150474,0.26441,0.561468,5.169428,0.921909,3.388893,849.580883
2,13.920812,4.218976,2.531449,19.952588,90.930552,3.520707,2.675619,0.255332,2.573923,8.734866,1.211476,1.435925,1554.504048
3,11.929395,2.974949,2.224491,19.767516,89.970192,1.977133,0.827368,0.58305,1.861294,2.317707,0.641422,1.40438,617.438884
2,12.649044,4.091802,2.246236,21.863658,104.734049,1.927165,1.351563,0.566709,1.635454,2.246943,0.795791,3.107484,523.505265
3,13.618791,4.636468,2.518624,21.757988,107.823804,1.522799,0.563273,0.557151,1.02965,3.519709,0.71245,1.853006,560.321367
2,14.600988,1.593109,1.922824,19.065991,97.561663,2.352236,0.674528,0.328238,1.28217,3.255475,0.771052,2.032001,917.669628
2,13.645901,1.789505,2.235111,17.748627,88.104496,2.444503,2.641412,0.311596,2.93526,2.500177,1.08188,2.714767,676.849148
2,12.566843,2.618186,2.69531,24.497674,87.686566,1.868152,2.219308,0.573332,0.902902,2.902026,1.421811,2.078697,481.673429
1,13.459914,1.146644,2.386063,16.126211,88.964495,2.473897,0.653062,0.565967,0.542193,5.018435,1.067898,3.057432,1373.649858
2,11.717738,0.830202,1.795422,21.214754,94.22931,1.856401,2.231454,0.461983,0.71184,4.751323,1.05699,3.400542,538.699792
2,13.088127,2.519769,2.216524,16.507802,89.857045,1.83262,0.310042,0.354221,1.583441,5.778287,0.983335,1.909286,578.591788
1,14.686883,2.926917,2.258512,21.377577,92.9989,2.709,2.658866,0.273921,1.277263,8.321872,0.829327,2.74519,1233.908546
3,12.752945,3.723458,2.821212,25.175923,99.14948,2.168153,1.368709,0.365495,1.308991,5.114178,0.777959,3.578984,518.549849
1,13.866494,1.738014,2.288142,20.137776,97.893667,2.842083,2.59605,0.30406,1.737808,5.253796,0.865304,3.523632,1236.826112
1,13.715833,1.926965,2.219196,14.603524,97.927189,2.287507,2.834959,0.59918,1.914308,3.159306,1.070783,3.333152,917.058059
3,13.705984,4.583699,2.241589,15.917718,137.080708,1.464801,0.401267,0.464393,1.03733,11.43246,0.698885,2.463283,523.519843
1,12.843789,1.605321,2.401724,17.812298,105.345422,2.002852,1.439728,0.437328,2.483576,5.817542,0.920442,2.995673,1332.423307
3,13.680721,1.362514,2.59284,17.166795,108.880756,1.431481,2.026486,0.575813,1.470397,5.123825,0.723472,2.782213,906.903712
3,12.254265,1.91224,2.508233,19.968955,127.917629,1.243643,0.708227,0.459904,1.06272,4.811995,1.117682,1.506416,447.166403
2,12.505753,1.185555,2.518896,16.296071,110.917506,1.932707,1.763315,0.586977,1.825421,3.845501,1.042719,3.998688,529.759765
2,12.504063,4.807366,1.617595,12.785628,93.104694,1.783369,1.479634,0.57839,1.416239,2.084161,1.427908,2.09089,562.843463
1,13.60549,3.774007,2.202986,16.720174,114.266968,2.634154,2.866054,0.395343,1.913084,6.542944,1.145871,3.0801,1092.534404
3,13.042764,1.844963,2.652244,22.207386,90.677464,2.827622,0.910507,0.651779,2.696436,3.253218,0.617241,1.896051,679.813288
2,12.370051,1.184933,1.898233,21.587046,83.124064,2.11236,3.514228,0.75641,1.45625,4.356555,0.927938,3.07464,546.837388
3,12.688526,1.609758,2.268352,19.826968,87.782311,1.247142,0.873951,0.426937,1.662074,3.357337,0.658604,1.452141,638.522116
3,13.610266,2.47724,2.950284,26.243828,89.975956,2.030178,0.521609,0.539604,0.945222,4.026708,0.749154,3.066439,625.568715
1,13.931117,1.969928,2.293762,17.679243,113.842657,2.661434,3.183716,0.444826,2.38832,5.026551,1.045022,3.12014,1161.73278
2,11.8364,3.686894,2.557543,21.574283,84.34949,2.470827,1.773682,0.165574,2.02687,3.333991,1.128534,3.27481,1010.269929
1,14.030655,4.068069,2.486909,13.963312,97.007625,3.476775,3.797958,0.28082,1.68785,5.662546,0.773124,3.145086,936.507364
1,14.091554,1.64417,2.113673,17.407223,124.896092,2.875324,3.896406,0.430646,2.736113,6.256238,1.229772,3.202014,1216.061207
3,13.061715,4.481452,2.38097,19.870509,95.560174,1.50249,0.494031,0.275136,1.065069,4.660365,0.785404,2.612544,579.607046
3,12.44896,1.933084,2.242751,18.030442,98.496052,1.487498,1.184147,0.154749,1.245606,11.355651,0.601732,1.930035,680.003662
1,13.26844,2.694156,1.971621,17.895654,111.60234,2.164088,1.995719,0.284082,1.417221,4.939397,0.959803,2.739426,1628.625955
1,13.842872,1.596511,2.116412,12.844858,112.220897,2.245032,0.702369,0.447418,1.464544,3.804594,0.965096,3.400568,908.69257
1,12.963638,3.970985,2.394318,19.821831,137.657507,2.332733,2.217492,0.267118,1.293877,2.970979,1.520178,3.431053,696.129317
2,14.078198,4.164002,1.973446,20.262584,82.566445,2.426643,2.342443,0.320643,1.560661,1.896681,1.151226,2.802959,416.510817
1,13.629197,2.070861,2.52702,12.675411,106.556792,3.657693,2.827627,0.294875,1.101582,4.614978,0.999052,2.778645,1354.973901
3,13.51579,2.506717,2.272612,19.425452,95.159481,1.699216,0.702292,0.663476,0.986772,8.674077,0.584182,3.29685,518.306655
2,12.462865,1.179201,2.395837,19.703713,103.639116,1.964845,2.934989,0.255715,2.669677,2.243477,1.23372,3.357103,689.725171
2,13.216846,1.831404,2.238912,12.773396,90.698324,2.237096,2.772747,0.31637,1.707687,4.343105,1.065096,1.593535,705.827354
2,11.82182,0.998855,2.50873,23.929211,85.396727,2.285018,2.42099,0.544407,1.183031,1.948715,1.062854,2.718859,622.622958
3,13.015866,3.842127,2.36798,19.801278,105.0067,2.412311,1.779548,0.271074,1.723388,11.347939,0.567731,1.606339,498.732555
2,12.488611,1.610753,2.236576,25.205044,87.0347,2.835939,3.138151,0.214963,2.74524,10.024012,0.965635,3.118112,335.310623
1,13.10317,2.047048,2.786379,25.08871,107.718593,2.575811,2.657754,0.268455,1.370764,6.353236,1.094384,3.668366,1037.598888
1,13.669441,1.725447,2.459824,18.607879,112.820531,2.858924,2.811797,0.238586,1.305311,9.513944,1.073162,3.190134,1285.74672
2,12.347834,0.975642,1.99475,17.237549,83.892201,2.30875,3.492934,0.254969,1.988372,4.494501,0.839679,2.227796,541.319871
2,12.464258,1.551843,2.241403,17.770699,81.60427,2.789412,2.676146,0.192411,1.977707,2.184642,0.912978,2.590174,450.04137
3,11.998457,1.71075,2.788782,26.294685,95.590122,1.297141,0.543006,0.560621,1.356867,5.129922,0.605824,2.384466,673.332588
3,13.690981,4.686569,2.778482,24.288838,93.390165,2.746847,1.225862,0.596474,0.904845,7.443754,1.054828,1.446683,622.412945
2,12.010638,2.669092,2.865486,19.065975,83.825078,2.194742,2.775093,0.32685,1.950433,2.404314,1.020405,2.909908,678.032811
1,13.642666,1.714512,1.477785,21.245736,107.435315,2.753083,2.708861,0.349697,1.605744,4.546371,1.175899,3.36387,957.938137
3,12.564011,3.418219,1.956396,19.539018,109.731651,1.965774,0.659397,0.471093,0.692801,8.938382,0.585513,1.852193,664.401471
1,13.022248,1.816049,2.56786,13.582348,130.367491,2.481299,3.33435,0.322743,2.747436,4.794684,0.983325,3.620434,1343.160235
1,13.241845,1.75041,2.295848,18.349876,107.398957,2.781115,1.204368,0.267242,2.130287,5.383028,1.095222,2.738838,1363.867529
1,13.631488,1.638936,2.242338,17.52783,115.508751,3.321211,2.592455,0.306275,1.90797,5.808252,1.06088,2.6458,1135.891102
2,13.491833,1.853714,2.448579,17.976196,119.665564,2.741179,2.618844,0.328175,1.914932,4.083345,0.629574,2.764503,669.971279
2,11.658464,1.383156,2.543698,18.380604,85.435575,2.433161,1.712812,0.44298,1.260377,3.623275,1.290942,3.191816,706.403742
3,13.735767,2.241548,2.791065,21.535507,105.669859,1.39844,0.706691,0.514891,0.68844,6.6294,0.608251,2.023887,541.74993
1,14.211853,1.716731,1.627143,21.510136,132.497194,3.171846,3.725908,0.258053,1.671478,4.785802,1.057096,3.568533,778.496378
1,13.423501,1.182737,2.280023,17.663411,119.938332,3.292691,3.348025,0.283582,2.054817,4.997549,0.93587,3.372853,1191.94385
3,13.627164,3.731816,2.352766,21.245798,101.181222,2.631584,0.570765,0.671942,1.163496,4.864698,0.620699,1.216408,514.070146
2,11.728411,1.984421,2.212751,19.390527,82.101171,3.418014,2.762199,0.273476,2.872349,4.012005,1.270512,3.473244,684.500134
3,13.38768,2.588848,2.365953,25.228517,107.832606,1.627468,0.88639,0.61662,1.537661,12.179887,1.408702,2.295038,680.0115
1,13.328499,1.694019,2.711706,21.933948,90.959329,3.247321,3.059254,0.443879,2.372419,4.136269,0.890839,3.007446,1348.154763
3,13.57815,1.563992,2.428765,21.937521,107.700026,1.833217,1.416366,0.249904,1.486526,3.407524,0.65566,1.802295,1009.519109
2,12.456245,1.318771,2.336391,20.541411,98.89952,2.348864,0.960957,0.57095,0.74106,3.771105,0.992766,3.167,382.651311
2,12.489345,1.791337,2.411134,17.912009,88.706285,2.822886,2.003577,0.264844,1.558716,1.836869,0.930018,2.800836,652.117712
3,13.524106,3.516837,2.195293,18.29564,91.523891,1.934318,0.716271,0.589167,0.731522,4.071739,0.935747,1.424146,596.415897
1,13.003748,1.718651,2.546885,13.278357,134.537312,3.190955,3.43503,0.553277,1.781189,5.685051,0.956241,3.543712,859.67068
1,14.117548,3.546112,2.838021,24.240628,97.930534,2.168113,2.702116,0.336347,1.73801,4.872841,1.050044,3.641907,887.168402
1,13.589874,1.689665,2.161934,19.327708,108.491995,3.246875,2.712879,0.300421,2.402224,6.052147,1.158964,1.978636,1103.436397
3,12.89531,3.610855,2.334374,17.983147,93.192796,1.708674,0.807818,0.494664,1.334123,8.693595,0.519943,2.17815,708.805015
3,13.131227,2.187939,2.675216,29.086777,102.573831,2.547801,1.313293,0.584279,1.442687,4.264562,0.724513,1.876111,543.349837
3,13.109114,4.286019,2.011667,24.233091,80.649539,2.239128,1.367981,0.432259,1.223046,3.130836,1.013127,3.51202,396.464327
1,14.165525,1.709786,2.562112,14.353069,108.429833,2.905374,3.505903,0.310076,1.905456,5.509293,1.053086,2.757005,1529.396931
2,12.039739,1.238957,2.514515,24.49382,121.801016,1.706709,2.195988,0.411689,0.813634,2.991727,0.791259,3.18752,409.356078
3,13.087672,2.314811,2.533895,21.473081,92.328791,2.643215,1.376617,0.275722,1.233546,9.388186,0.696615,2.109012,663.309011
3,13.673099,5.549342,2.461322,21.066246,89.164403,2.133626,1.52171,0.303087,2.04382,8.951072,0.886931,1.497448,662.71152
3,13.698871,1.213172,2.694955,19.042544,105.308902,1.498502,3.719672,0.51097,1.501781,9.632188,0.545594,1.380402,624.634831
3,13.514674,2.588029,2.540002,19.73326,127.7811,1.515627,0.572305,0.557715,1.325954,4.885561,0.818528,1.926284,626.614673
3,13.622641,5.747436,2.479279,21.053132,89.992121,1.413827,0.588655,0.421307,2.882426,9.250675,0.647149,1.642642,1037.660737
3,13.232331,4.715901,2.324963,21.412088,104.372599,1.816733,0.573083,0.374549,0.670176,11.29014,0.68814,1.783875,900.311476
1,13.457519,1.864078,2.542693,15.113961,104.505092,3.412131,3.744968,0.174122,0.736778,10.314692,1.07393,2.760962,1127.693382
2,12.494167,1.267212,2.293797,27.198683,78.180777,2.815919,3.375099,0.462121,2.946057,2.71196,0.979797,3.094667,275.374117
3,12.786002,4.904545,2.371726,20.199335,97.973949,1.456878,1.23068,0.250788,0.783685,9.461505,0.91092,1.851987,544.979406
2,12.593602,0.993253,2.202678,25.589099,88.937775,2.520884,1.86199,0.313684,1.341962,2.582675,0.941795,2.968825,392.570096
1,14.128525,1.753253,2.286351,21.818226,125.41737,2.883564,3.266734,0.434001,2.468888,8.851894,1.076838,3.173114,974.609356
1,13.079428,2.214433,2.245566,17.373715,105.526553,3.182478,3.117817,0.253422,2.212273,4.480512,1.252799,2.20805,1073.349761
3,13.192748,1.928412,2.470742,16.693421,131.113938,1.412384,0.646668,0.275123,0.926492,8.971067,0.925715,1.557474,427.881415
2,12.233077,4.703548,2.787725,22.425759,83.927482,2.087155,2.508369,0.201199,2.00077,2.661216,1.137376,2.698154,436.192064
3,13.725313,2.547576,2.514514,26.144601,116.190199,1.924606,0.553016,0.541165,0.568632,5.850248,0.834872,2.284737,655.766258
3,14.361398,1.197902,2.498336,17.286076,126.805712,1.582299,0.725423,0.591489,1.112851,5.615091,0.652084,1.605825,861.613615
1,13.62101,1.988791,2.511376,17.744365,129.49913,3.344168,3.233709,0.454723,1.816959,5.182433,1.076278,2.718228,1077.035261
2,11.769251,3.424843,2.338987,21.905881,107.235995,2.546486,2.804105,0.355305,1.017785,2.159715,1.0329,3.174217,389.90749
1,13.720315,1.628022,2.481418,19.55949,103.114988,2.986684,3.586353,0.265316,2.100904,5.347428,1.474439,3.513566,1034.461628
2,12.524239,2.750216,2.487218,19.769648,124.491457,1.48326,1.475823,0.51347,1.288908,5.893544,0.82521,2.129309,371.404317
2,12.350105,1.109516,1.877946,17.792067,102.396868,2.71982,1.591759,0.349952,0.889044,6.500946,0.966937,1.784646,987.473864
3,13.128277,2.962518,2.174555,20.785011,109.781947,1.682122,0.705051,0.278128,1.293974,6.083937,1.229207,2.258244,881.401369
3,13.356819,3.100981,2.776153,16.079889,107.768807,2.52048,1.297226,0.210602,0.46348,5.813002,0.849005,1.246006,692.994526
2,13.066159,5.699616,2.763997,21.285204,99.267674,2.658399,3.52462,0.202424,1.669351,2.772285,0.862292,2.385851,930.523432
1,13.408973,1.928129,2.566904,14.505534,101.102472,3.407849,3.527648,0.270516,3.135183,8.722939,1.141182,3.097663,1241.401137
3,13.046186,2.923367,2.251115,17.998193,90.652156,1.405597,0.443919,0.427976,1.284577,11.108888,0.860994,1.525151,714.546061
2,12.282195,1.97497,2.227538,11.695491,82.333089,2.867636,3.681789,0.235493,1.399087,3.986628,0.940642,2.749678,694.798432
2,12.244916,1.608678,2.870569,19.986151,91.127939,1.844391,1.676151,0.501266,1.247193,2.670931,1.071578,2.986256,478.701748
3,13.519985,3.114949,2.746574,26.707288,101.154346,3.111404,0.697592,0.536391,1.453882,8.625052,0.680434,1.632534,730.225488
2,12.387898,1.239877,2.219728,21.354825,77.241443,2.684351,1.913241,0.345625,1.343128,3.521128,1.144815,2.844989,382.278172
3,13.727211,2.878295,2.551394,22.204326,88.571675,1.414983,0.685073,0.56937,2.127095,6.901377,0.558542,3.367456,680.557348
1,13.571757,4.647825,2.385589,25.430892,102.184286,2.386559,2.268636,0.505766,1.991261,6.164373,0.856131,2.750237,1588.730888
2,12.388728,1.50292,2.233508,24.426236,129.111691,2.03674,1.556938,0.248372,1.301786,1.698477,1.174786,3.572374,646.023045
3,14.229639,1.628394,2.283223,22.933789,83.819052,1.187516,0.573469,0.436683,0.657512,9.468217,0.74152,1.759327,389.55308
3,13.840634,3.940668,2.345587,19.123807,97.992515,1.5097,0.624134,0.586275,0.786326,5.872709,0.927223,1.508058,520.629199
3,13.050417,1.03213,2.482634,22.59693,85.06904,1.345553,3.090278,0.422962,2.566093,10.003977,0.643187,1.580324,1022.367281
1,14.110416,1.835544,2.34,19.243238,126.259785,2.855573,3.239477,0.273519,2.425777,8.307004,1.135829,2.986706,1509.667399
1,14.099371,1.835743,2.491727,21.399839,98.167104,2.597145,3.746523,0.26346,2.510949,4.795112,0.790431,2.713714,1156.581748
2,11.540681,1.228254,2.167759,25.281108,105.56499,1.824329,1.387866,0.591514,1.448202,2.529379,1.284453,2.361188,859.557677
2,12.262039,3.593914,2.163877,19.482856,99.411862,1.829416,0.609155,0.278194,1.328327,2.530424,1.328433,3.465355,557.254248
3,13.068959,2.277281,2.397622,21.649088,122.343324,1.541432,0.526621,0.269033,0.787092,6.204429,0.751028,2.301604,530.775237
1,13.207056,3.036949,2.799573,20.949191,85.903561,2.708658,0.704578,0.197316,0.987474,10.51736,0.750248,3.447031,565.808415
3,13.700959,2.893292,2.460333,20.748065,86.232583,1.461783,0.537639,0.447835,0.89278,5.454681,0.904024,1.619172,582.829829
2,11.743708,1.003314,2.529529,16.398372,92.005991,1.311167,1.67314,0.271261,1.571004,2.491689,1.130653,2.139564,467.618771
3,14.363519,3.50715,2.560112,15.260864,108.233746,3.267889,1.156231,0.268941,1.47151,6.105807,0.682049,2.089437,540.889091
1,13.030449,2.06411,2.139523,18.472167,124.325173,2.708633,1.923366,0.237299,1.569013,4.936564,0.943785,3.591127,1023.988061
1,13.084718,1.937841,2.645279,18.769537,107.769881,2.884613,2.7007,0.270061,1.507854,4.047285,0.96767,3.639578,987.107542
2,12.73693,1.323112,2.414558,19.926529,123.724952,3.096046,3.671102,0.428387,1.921105,3.530703,0.866926,1.543807,679.663744
1,13.88475,1.973282,2.751549,20.009272,143.838736,3.213059,3.56118,0.342741,1.899004,9.575494,1.077943,3.099703,1221.594304
3,12.774766,4.133091,2.409812,21.904696,98.893877,1.329873,1.408776,0.158314,1.698175,7.248156,0.660507,1.563729,697.573979
2,12.53054,1.786711,2.336929,20.09992,79.982415,2.58053,2.120464,0.262767,0.86809,2.997595,1.097999,1.426596,697.397727
2,12.398607,2.59525,2.463069,24.210542,86.159347,3.010075,1.584502,0.160478,0.638989,1.873526,1.18035,1.466495,434.138423
2,12.378339,1.607684,2.332107,19.438484,88.901719,1.402303,1.461695,0.592765,1.22368,2.711064,1.04491,1.889192,398.849419
2,11.680317,1.536219,2.742391,16.644222,91.059339,2.404621,2.067616,0.322528,1.926296,2.65545,0.94144,2.128806,375.923265
1,12.691608,1.701603,2.831326,20.126269,97.951125,2.196665,2.047696,0.213879,1.882482,5.350317,1.107099,3.105794,869.201046
1,13.132587,2.793924,2.702787,24.586283,101.481905,1.911851,2.679422,0.194447,1.838948,8.663137,1.144416,3.075977,682.382742
2,12.130794,4.37898,2.258853,20.975658,92.109647,1.928903,1.266848,0.438461,0.601785,3.367259,1.038897,2.186045,544.49713
1,12.197331,5.182196,1.973228,20.648289,108.055713,2.801677,1.001802,0.530002,1.56995,4.334172,1.056638,3.803536,657.417973
3,11.731885,1.800459,2.538295,24.291316,83.64386,1.656405,0.517696,0.586794,1.867348,7.464719,0.676782,1.624738,349.244562
1,14.180738,1.895195,2.261503,17.899108,95.929524,2.630776,3.363989,0.262298,2.472567,5.012949,1.247744,2.836123,1191.401171
3,12.333937,3.659565,2.226325,21.209162,89.482067,1.572889,0.602477,0.504054,1.185286,8.652195,0.852876,1.620268,623.869023
2,11.849431,2.106711,2.242539,21.426228,97.626827,2.395683,2.093901,0.559141,2.233223,4.681274,0.957908,3.239179,687.459192
3,13.410116,2.981811,2.573071,23.226012,92.482109,2.343512,2.157596,0.323601,1.288076,6.729938,0.797108,1.387038,536.46319
1,13.105384,3.1922,2.41901,17.10882,116.14303,3.224777,2.553532,0.320533,1.940566,4.797102,1.041583,2.664278,1282.607825
1,14.284101,1.62804,2.36156,17.192276,119.784568,2.903875,2.810437,0.432305,1.620015,9.007013,1.305238,2.855282,1260.164809
1,14.093012,1.771642,2.190393,19.577353,98.008397,3.04021,2.824942,0.26588,1.445485,4.470502,1.043778,3.101272,1534.920337
2,11.56197,1.060993,2.493593,17.268556,103.674975,2.125394,1.836256,0.573258,1.406904,2.131752,0.750479,3.822714,581.647167
3,13.685986,2.363681,2.169292,13.516834,90.854812,2.619396,1.87102,0.193349,1.905863,5.684504,0.528894,2.152338,677.728694
2,12.048017,1.838479,2.527564,21.290449,85.895182,1.857249,1.355092,0.305623,1.592971,4.661585,0.961211,3.07755,528.649172
2,11.755721,5.216314,2.474015,19.702196,101.268983,1.863882,1.995764,0.428674,2.698704,3.549792,1.263451,2.648967,452.312177
3,13.099251,2.374734,2.271047,21.93722,82.047392,1.810635,1.465851,0.381914,2.278525,3.326437,0.723002,1.70794,630.887231
1,14.012016,2.024682,1.83628,14.19603,116.953059,2.237668,2.86106,0.484969,1.407844,4.698286,0.977057,3.473109,808.733019
2,12.88817,1.121248,2.476255,20.291322,86.57222,2.36716,3.711734,0.422644,1.806778,3.52041,1.068637,3.590802,762.967768
1,14.120382,1.807894,2.332361,21.130761,102.867085,3.202569,2.785684,0.276785,1.210431,5.386043,0.848626,2.847011,906.895119
3,13.691724,2.84267,2.374343,18.044824,107.045877,1.897537,2.031372,0.271454,1.760796,10.747338,1.104215,2.595933,850.608906
3,11.781426,1.712084,2.346142,20.227268,90.817864,2.046469,0.582037,0.584432,1.520434,7.764065,0.866946,1.524318,664.169308
1,12.622878,4.176988,2.376028,21.625489,90.530825,2.568146,3.303074,0.222609,1.931322,6.417617,1.089759,3.802266,1200.94797
1,13.582668,1.86964,1.996746,15.198453,110.404333,2.763944,1.388072,0.351032,1.342972,9.498352,0.812087,2.852824,1410.070031
2,12.500804,0.949859,1.899365,21.467092,84.030702,2.605431,2.638907,0.272237,1.412107,10.709497,1.102326,2.24333,1206.117858
1,13.709718,3.555912,1.826345,19.135365,106.97271,2.284908,2.259763,0.274641,1.431881,4.63247,0.93936,3.79791,935.077047
3,13.447869,3.031082,2.370363,19.741691,112.307433,1.559402,0.656404,0.389237,1.390179,9.29755,0.540898,1.489937,968.337565
1,13.574661,2.08562,2.631521,18.881679,98.578598,2.860013,3.590751,0.307949,3.009034,6.153408,1.086117,2.478209,1128.133816
3,13.280591,1.144754,2.150085,19.620787,94.946554,1.894318,0.79701,0.42219,1.251779,4.68932,0.631935,1.94546,657.646055
